# complete-wheel-circle .499,.5-.499,.499,.5-.499,.499,.499,.5-.499,.499,.499,.499,.5-.499,.499,.499,.499,.499,.5-.499,.499,.499,.499,.499,.499,.5-.499,.499,.499,.499,.499,.499,.499,.5-.499,.499,.499,.499,.499,.499,.499,.499,.5 12 12 10000 fulldata/edges_difftheories12.txt
complete	12	10000	[0.499, 0.5]	0.7427	128.7779722633634	0.2549	3.0627697136131817	2
complete	12	10000	[0.499, 0.5]	0.7427	128.7779722633634	0.2549	3.0627697136131817	2
complete	12	10000	[0.499, 0.499, 0.5]	0.5914	22.029083530605345	0.4086	6.506852667645619	3
complete	12	10000	[0.499, 0.499, 0.499, 0.5]	0.5016	13.826555023923445	0.4984	10.426364365971107	4
complete	12	10000	[0.499, 0.499, 0.499, 0.499, 0.5]	0.4417	13.851256508942722	0.5583	15.190936772344617	5
complete	12	10000	[0.499, 0.499, 0.499, 0.499, 0.499, 0.5]	0.4172	15.27301054650048	0.5828	17.311770761839394	6
complete	12	10000	[0.499, 0.499, 0.499, 0.499, 0.499, 0.499, 0.5]	0.3976	16.519617706237426	0.6023	19.259671260169352	7
complete	12	10000	[0.499, 0.499, 0.499, 0.499, 0.499, 0.499, 0.499, 0.5]	0.3771	18.54760010607266	0.6227	25.47711578609282	8
complete	12	10000	[0.499, 0.499, 0.499, 0.499, 0.499, 0.499, 0.499, 0.499, 0.5]	0.3629	20.649765775695784	0.6371	27.68105477946947	9
wheel	12	10000	[0.499, 0.5]	0.9211	384.5998262946477	0.0703	5.825035561877667	2
wheel	12	10000	[0.499, 0.499, 0.5]	0.8954	93.4549921822649	0.0985	242.09746192893402	3
wheel	12	10000	[0.499, 0.499, 0.499, 0.5]	0.8593	73.81112533457465	0.1275	432.0933333333333	4
wheel	12	10000	[0.499, 0.499, 0.499, 0.499, 0.5]	0.8437	79.67535853976531	0.1311	668.65293668955	5
wheel	12	10000	[0.499, 0.499, 0.499, 0.499, 0.499, 0.5]	0.827	87.563361547763	0.1393	748.0832735104092	6
wheel	12	10000	[0.499, 0.499, 0.499, 0.499, 0.499, 0.499, 0.5]	0.811	94.27928483353884	0.1433	925.8911374738311	7
wheel	12	10000	[0.499, 0.499, 0.499, 0.499, 0.499, 0.499, 0.499, 0.5]	0.7877	101.4231306334899	0.1554	1114.8642213642213	8
wheel	12	10000	[0.499, 0.499, 0.499, 0.499, 0.499, 0.499, 0.499, 0.499, 0.5]	0.7782	111.23091750192752	0.1629	1121.7851442602823	9
circle	12	10000	[0.499, 0.5]	0.9638	433.70668188420836	0.0283	7.448763250883392	2
circle	12	10000	[0.499, 0.499, 0.5]	0.9614	193.5164343665488	0.0252	623.4920634920635	3
circle	12	10000	[0.499, 0.499, 0.499, 0.5]	0.9383	192.74976020462537	0.0271	1238.981549815498	4
circle	12	10000	[0.499, 0.499, 0.499, 0.499, 0.5]	0.9207	212.03877484522647	0.0265	1725.7433962264151	5
circle	12	10000	[0.499, 0.499, 0.499, 0.499, 0.499, 0.5]	0.908	231.27114537444933	0.0218	2213.0366972477063	6
circle	12	10000	[0.499, 0.499, 0.499, 0.499, 0.499, 0.499, 0.5]	0.8893	249.20364331496683	0.0227	2042.2907488986784	7
circle	12	10000	[0.499, 0.499, 0.499, 0.499, 0.499, 0.499, 0.499, 0.5]	0.8761	261.82536240155235	0.0206	2303.3203883495144	8
circle	12	10000	[0.499, 0.499, 0.499, 0.499, 0.499, 0.499, 0.499, 0.499, 0.5]	0.8707	275.4718042953945	0.0186	2521.467741935484	9
